title,authors,publisher,publishedDate,description,categories,pageCount,language,previewLink,averageRating,ratingsCount
Guide to Indian Periodical Literature,,,1968,,Humanities,900.0,en,http://books.google.de/books?id=04gnAQAAIAAJ&pg=PA479&dq=literary+award+books&hl=&as_pt=BOOKS&cd=51&source=gbs_api,,
The Times Literary Supplement Index,,,1940,,Books,1016.0,en,http://books.google.de/books?id=FTIOAQAAMAAJ&pg=PA1590&dq=literary+award+books&hl=&as_pt=BOOKS&cd=52&source=gbs_api,,
Bulletin of Bibliography,,,1988,,Bibliography,584.0,en,http://books.google.de/books?id=APlIAQAAIAAJ&pg=PA160&dq=literary+award+books&hl=&as_pt=BOOKS&cd=53&source=gbs_api,,
HCL Cataloging Bulletin,"Hennepin County Library, Hennepin County Library. Technical Services Division",,1978,,Cataloging,478.0,en,http://books.google.de/books?id=hD4YAQAAMAAJ&pg=RA1-PA7&dq=literary+award+books&hl=&as_pt=BOOKS&cd=54&source=gbs_api,,
Book Promotion News,,,1973,,Books and reading,288.0,en,http://books.google.de/books?id=v5WTo1wAy4MC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=55&source=gbs_api,,
Kaapse bibliotekaris,,,2016,"Issues for Nov. 1957- include section: Accessions. Aanwinste, Sept. 1957-",Libraries,338.0,en,http://books.google.de/books?id=XTZRcwXcX88C&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=56&source=gbs_api,,
Numismatist and Year Book,,,2005,Vols. 24-52 include the proceedings of the A.N.A. convention. 1911-39.,Numismatics,778.0,en,http://books.google.de/books?id=u01mAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=57&source=gbs_api,,
Manorama Year Book,,,1997,,India,884.0,en,http://books.google.de/books?id=U-xtAAAAMAAJ&pg=RA2-PA373&dq=literary+award+books&hl=&as_pt=BOOKS&cd=58&source=gbs_api,,
South Africa 1985,"Rone Heyns, South Africa. Department of Foreign Affairs and Information",,1985,,South Africa,1090.0,en,http://books.google.de/books?id=HeFg1IVWQw4C&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=82&source=gbs_api,,
Children's Magazine Guide,,,1992,,Children's periodicals,438.0,en,http://books.google.de/books?id=48saAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=83&source=gbs_api,,
Esquire,,,1937,,,752.0,en,http://books.google.de/books?id=17YcAQAAMAAJ&pg=RA1-PA109&dq=literary+award+books&hl=&as_pt=BOOKS&cd=84&source=gbs_api,,
Masterworks of Children's Literature: The Twentieth century,Francelia Butler,,1986,,Children's literature,354.0,en,http://books.google.de/books?id=JqYcAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=85&source=gbs_api,,
The Social Studies Professional,,,1997,,Social science teachers,352.0,en,http://books.google.de/books?id=uBodAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=86&source=gbs_api,,
Sears List of Subject Headings,"Minnie Earl Sears, Joseph Miller",H. W. Wilson,2000,"Presents suggested headings appropriate for use in the catalogs of small and medium-sized libraries, and provides patterns and instructions for adding new headings as they are required. The seventeenth edition features a revision of headings for the native peoples of the Western Hemisphere, as well as many new subdivisions.",Language Arts & Disciplines,822.0,en,http://books.google.de/books?id=X-zgAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=88&source=gbs_api,,
Library Journal,"Melvil Dewey, Karl Brown, Bertine Emma Weston, Helen E. Wessells",,1968,"Includes, beginning Sept. 15, 1954 (and on the 15th of each month, Sept.-May) a special section: School library journal, ISSN 0000-0035, (called Juniorlibraries, 1954-May 1961). Issued also separately.",Libraries,954.0,en,http://books.google.de/books?id=ZkY8AQAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=89&source=gbs_api,,
ABBWA Journal,,,1990,,African Americans,32.0,en,http://books.google.de/books?id=0frgAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=91&source=gbs_api,,
College & Research Libraries News,,,1970,,Academic libraries,364.0,en,http://books.google.de/books?id=8s_DAAAAIAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=92&source=gbs_api,,
"Britannica Book of the Year, 2001",Charles P. Trumbull,,2001,Supplements the Encyclopaedia Britannica with the events of 2000.,Almanacs,938.0,en,http://books.google.de/books?id=3QOF5FOwJ1EC&pg=PA1771&dq=literary+award+books&hl=&as_pt=BOOKS&cd=93&source=gbs_api,,
Newsletter - Society for the Study of Midwestern Literature,Society for the Study of Midwestern Literature (U.S.),,1971,,American literature,310.0,en,http://books.google.de/books?id=OPhZAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=94&source=gbs_api,,
Panoramas,,,1989,,Readers,914.0,en,http://books.google.de/books?id=npdoziH0st4C&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=96&source=gbs_api,,
People's Republic of China Year-book,,,2008,,China,986.0,en,http://books.google.de/books?id=ZxoQAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=97&source=gbs_api,,
The New York Times Index,,,1975,,New York times,1516.0,en,http://books.google.de/books?id=8gjtKdrGHd4C&pg=PA278&dq=literary+award+books&hl=&as_pt=BOOKS&cd=98&source=gbs_api,,
News from the State Library of Ohio,State Library of Ohio,,1995,,Libraries,184.0,en,http://books.google.de/books?id=V0dLAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=99&source=gbs_api,,
Seeing is Believing,,,2002,,Readers,396.0,en,http://books.google.de/books?id=lAHDzJdlvHUC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=100&source=gbs_api,,
Book Talk from the Library Section,,,1956,,Children's literature,128.0,en,http://books.google.de/books?id=bvBEAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=125&source=gbs_api,,
Scandinavica,Elias Bredsdorff,,2005,,Scandinavian literature,836.0,en,http://books.google.de/books?id=VDUMAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=129&source=gbs_api,,
Australian Book Review,,,1987,,Australian literature,454.0,en,http://books.google.de/books?id=KzFYAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=130&source=gbs_api,,
1999 Writer's Market,"Mark Garvey, Holm",Writer's Digest Books,1998-09,Does everything but stamp your self-addressed envelopes.--St. Paul PioneerPress. IBM-compatible CD-ROM.,Computers,1128.0,en,http://books.google.de/books?id=2RZi42MSunkC&pg=PA1100&dq=literary+award+books&hl=&as_pt=BOOKS&cd=131&source=gbs_api,,
Children's Media Market Place,Dolores Blythe Jones,,1988,,Language Arts & Disciplines,412.0,en,http://books.google.de/books?id=hLLgAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=133&source=gbs_api,,
American Reference Books Annual,Bohdan S. Wynar,,2003,"1970- issued in 2 vols.: v. 1, General reference, social sciences, history, economics, business; v. 2, Fine arts, humanities, science and engineering.",Reference books,,en,http://books.google.de/books?id=licDyk4ZrE4C&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=136&source=gbs_api,,
The Idaho Librarian,,,1991,,Libraries,268.0,en,http://books.google.de/books?id=fTF2S40g6k0C&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=137&source=gbs_api,,
The Journal of Education,,,1936,,Education,836.0,en,http://books.google.de/books?id=to3BkCDIByAC&pg=PA803&dq=literary+award+books&hl=&as_pt=BOOKS&cd=138&source=gbs_api,,
The Norwegian-American Contribution to American Literature 1825-1928,Aagot Dorothea Hoidahl,,1928,,Norwegian American literature,306.0,en,http://books.google.de/books?id=fAVup5SujdUC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=139&source=gbs_api,,
Bulletin,Maine State Library,,1930,,,24.0,en,http://books.google.de/books?id=QhbhAAAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=161&source=gbs_api,,
San Francisco Daily Times,,,1901,,San Francisco (Calif.),1194.0,en,http://books.google.de/books?id=lgZIAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=162&source=gbs_api,,
The New Statesman,,,1928,,Great Britain,850.0,en,http://books.google.de/books?id=f5HT1tK-ZEQC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=163&source=gbs_api,,
The Religious System of China: book II. On the soul and ancestral worship,Jan Jakob Maria Groot,,1901,,Ancestor worship,494.0,en,http://books.google.de/books?id=2yxaN0Rv7scC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=164&source=gbs_api,,
Neale's Monthly,,,1914,,American literature,548.0,en,http://books.google.de/books?id=O4lFAQAAMAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=165&source=gbs_api,,
The Publishers' Circular and Booksellers' Record,,,1930,,Bibliography,892.0,en,http://books.google.de/books?id=6hRaBAWsN8sC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=167&source=gbs_api,,
Town & Country,,,1929,,,546.0,en,http://books.google.de/books?id=YQhVAAAAYAAJ&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=168&source=gbs_api,,
Overland Monthly and the Out West Magazine,,,1927,,California,840.0,en,http://books.google.de/books?id=XyRMkwRsgK8C&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=169&source=gbs_api,,
Overland Monthly,,,1927,,California,424.0,en,http://books.google.de/books?id=Lp22-6FOT2sC&q=literary+award+books&dq=literary+award+books&hl=&as_pt=BOOKS&cd=170&source=gbs_api,,
